(12, 7.85167220920608)
(453, 7.81889516097015)
(1688, 7.81889516097015)
(1899, 7.81889516097015)
(1928, 7.81889516097015)
(2594, 7.81889516097015)
(3947, 7.81889516097015)
(2457, 7.71882966034469)
(3631, 7.71882966034469)
(4197, 7.71882966034469)
(2760, 7.69485413785796)
(2872, 7.6802984918423)
(4442, 7.66832719661948)
(2119, 7.64200099434454)
(986, 7.61052914231946)
(1145, 7.61052914231946)
(1596, 7.61052914231946)
(4320, 7.50970736270974)
(3786, 7.42548877449315)
(2289, 7.41994245627942)
(4918, 7.41994245627942)
(3007, 7.24158323213326)
(4279, 7.2267836559309)
(978, 7.18838024396369)
(1409, 7.18838024396369)
(2074, 7.18838024396369)
(2415, 7.18838024396369)
(2486, 7.18838024396369)
(2938, 7.18838024396369)
(2999, 7.18838024396369)
(3126, 7.18838024396369)
(3999, 7.18838024396369)
(4194, 7.18838024396369)
(4454, 7.18838024396369)
(472, 7.16199874779706)
(1264, 7.16199874779706)
(1863, 7.16199874779706)
(3961, 7.16199874779706)
(4198, 7.16199874779706)
(4299, 7.16199874779706)
(1776, 7.15720614829877)
(251, 7.06904783614981)
(2062, 6.92859038493101)
(3975, 6.92120989016553)
(235, 6.83986378481768)
(466, 6.83986378481768)
(2038, 6.83986378481768)
(2343, 6.83986378481768)
(2452, 6.83986378481768)
(2886, 6.83986378481768)
(3215, 6.83986378481768)
(3760, 6.83986378481768)
(3939, 6.83986378481768)
(3950, 6.83986378481768)
(4217, 6.83986378481768)
(1310, 6.80845314996337)
(2738, 6.71957059669333)
(1165, 6.67660743744391)
(3216, 6.67660743744391)
(5041, 6.67660743744391)
(819, 6.61746493358103)
(2551, 6.61746493358103)
(3288, 6.61746493358103)
(4066, 6.61746493358103)
(1425, 6.52739242617743)
(4113, 6.50139753915061)
(202, 6.49009620824447)
(1522, 6.47791697058876)
(3101, 6.47791697058876)
(484, 6.21886861065612)
(934, 6.21886861065612)
(1063, 6.21886861065612)
(1977, 6.21886861065612)
(196, 6.207894602226)
(114, 6.15996561665142)
(257, 6.15996561665142)
(437, 6.15996561665142)
(446, 6.15996561665142)
(450, 6.15996561665142)
(586, 6.15996561665142)
(593, 6.15996561665142)
(627, 6.15996561665142)
(804, 6.15996561665142)
(912, 6.15996561665142)
(916, 6.15996561665142)
(971, 6.15996561665142)
(1007, 6.15996561665142)
(1032, 6.15996561665142)
(1313, 6.15996561665142)
(1677, 6.15996561665142)
(1788, 6.15996561665142)
(1805, 6.15996561665142)
(2077, 6.15996561665142)
(2137, 6.15996561665142)
(2183, 6.15996561665142)
(2232, 6.15996561665142)
(2322, 6.15996561665142)
(2330, 6.15996561665142)
(2403, 6.15996561665142)
(2570, 6.15996561665142)
(2601, 6.15996561665142)
(2790, 6.15996561665142)
(2815, 6.15996561665142)
(2942, 6.15996561665142)
(3303, 6.15996561665142)
(4156, 6.15996561665142)
(4723, 6.15996561665142)
(4732, 6.15996561665142)
(4881, 6.15996561665142)
(4987, 6.15996561665142)
(5098, 6.15996561665142)
(249, 6.07045829774389)
(2524, 6.07045829774389)
(662, 6.02916735299963)
(2023, 6.02916735299963)
(4885, 6.02916735299963)
(2709, 6.02841592141541)
(4143, 6.02841592141541)
(4519, 6.02841592141541)
(1275, 5.87878401067041)
(532, 5.8613101014567)
(561, 5.8613101014567)
(564, 5.8613101014567)
(604, 5.8613101014567)
(972, 5.8613101014567)
(997, 5.8613101014567)
(1422, 5.8613101014567)
(1768, 5.8613101014567)
(1824, 5.8613101014567)
(2555, 5.8613101014567)
(2630, 5.8613101014567)
(2742, 5.8613101014567)
(2834, 5.8613101014567)
(2950, 5.8613101014567)
(3092, 5.8613101014567)
(3884, 5.8613101014567)
(4543, 5.8613101014567)
(4696, 5.8613101014567)
(4875, 5.8613101014567)
(3281, 5.85006853646047)
(1684, 5.82839797405777)
(2478, 5.82429445698155)
(3482, 5.82429445698155)
(4669, 5.82429445698155)
(1189, 5.78451743354368)
(1874, 5.63298543346597)
(2063, 5.63298543346597)
(3041, 5.63298543346597)
(3718, 5.63298543346597)
(3744, 5.63298543346597)
(4992, 5.61314169675034)
(1138, 5.56980698740744)
(4555, 5.55104903591803)
(898, 5.3382631495178)
(1084, 5.28429880026765)
(4145, 5.28429880026765)
(4177, 5.28429880026765)
(4962, 5.28429880026765)
(2423, 5.27854426721214)
(674, 5.20214506013712)
(1545, 5.20214506013712)
(1644, 5.19848070309513)
(1, 5.15225794322868)
(1269, 5.15225794322868)
(4170, 5.15225794322868)
(4236, 5.15225794322868)
(4701, 5.15225794322868)
(4996, 5.15225794322868)
(4831, 5.1493341364177)
(47, 5.13205265501101)
(140, 5.13205265501101)
(534, 5.13205265501101)
(579, 5.13205265501101)
(747, 5.13205265501101)
(969, 5.13205265501101)
(1374, 5.13205265501101)
(1605, 5.13205265501101)
(1727, 5.13205265501101)
(1793, 5.13205265501101)
(1890, 5.13205265501101)
(1920, 5.13205265501101)
(2085, 5.13205265501101)
(2152, 5.13205265501101)
(2229, 5.13205265501101)
(2385, 5.13205265501101)
(2514, 5.13205265501101)
(2650, 5.13205265501101)
(3308, 5.13205265501101)
(3358, 5.13205265501101)
(3369, 5.13205265501101)
(3553, 5.13205265501101)
(3609, 5.13205265501101)
(3843, 5.13205265501101)
(4373, 5.13205265501101)
(4590, 5.13205265501101)
(4773, 5.13205265501101)
(4939, 5.13205265501101)
(48, 4.8832337613559)
(78, 4.8832337613559)
(410, 4.8832337613559)
(425, 4.8832337613559)
(1230, 4.8832337613559)
(1294, 4.8832337613559)
(1336, 4.8832337613559)
(1436, 4.8832337613559)
(1813, 4.8832337613559)
(1958, 4.8832337613559)
(2159, 4.8832337613559)
(2258, 4.8832337613559)
(2479, 4.8832337613559)
(2812, 4.8832337613559)
(3359, 4.8832337613559)
(4235, 4.8832337613559)
(4698, 4.8832337613559)
(4733, 4.8832337613559)
(4813, 4.8832337613559)
(4827, 4.8832337613559)
(4882, 4.8832337613559)
(5070, 4.8832337613559)
(1919, 4.79122241051638)
(310, 4.78944249727623)
(3581, 4.78944249727623)
(1159, 4.77862556178567)
(521, 4.66012104474781)
(1031, 4.66012104474781)
(1956, 4.66012104474781)
(3184, 4.66012104474781)
(3489, 4.66012104474781)
(3688, 4.66012104474781)
(4284, 4.66012104474781)
(1005, 4.6433349043629)
(4192, 4.6433349043629)
(4985, 4.6433349043629)
(4370, 4.59924922936645)
(1229, 4.56329954936176)
(1935, 4.56329954936176)
(3187, 4.56329954936176)
(3630, 4.56329954936176)
(2194, 4.54033480676771)
(2730, 4.51129395395272)
(581, 4.44552163190996)
(583, 4.39045644438513)
(29, 4.36131973725864)
(961, 4.36131973725864)
(3444, 4.36131973725864)
(3538, 4.36131973725864)
(3696, 4.36131973725864)
(4148, 4.36131973725864)
(5026, 4.36131973725864)
(733, 4.30564986788294)
(4404, 4.29447793084547)
(5049, 4.21834196094231)
(4769, 4.12540646443588)
(119, 4.10464099205953)
(219, 4.10464099205953)
(271, 4.10464099205953)
(273, 4.10464099205953)
(338, 4.10464099205953)
(351, 4.10464099205953)
(463, 4.10464099205953)
(797, 4.10464099205953)
(909, 4.10464099205953)
(1183, 4.10464099205953)
(1233, 4.10464099205953)
(1315, 4.10464099205953)
(1335, 4.10464099205953)
(1416, 4.10464099205953)
(1512, 4.10464099205953)
(1593, 4.10464099205953)
(1770, 4.10464099205953)
(1815, 4.10464099205953)
(1817, 4.10464099205953)
(2051, 4.10464099205953)
(2067, 4.10464099205953)
(2162, 4.10464099205953)
(2181, 4.10464099205953)
(2291, 4.10464099205953)
(2388, 4.10464099205953)
(2763, 4.10464099205953)
(2891, 4.10464099205953)
(2903, 4.10464099205953)
(3085, 4.10464099205953)
(3235, 4.10464099205953)
(3271, 4.10464099205953)
(3407, 4.10464099205953)
(3425, 4.10464099205953)
(3452, 4.10464099205953)
(3500, 4.10464099205953)
(3537, 4.10464099205953)
(3566, 4.10464099205953)
(3589, 4.10464099205953)
(3633, 4.10464099205953)
(3721, 4.10464099205953)
(3857, 4.10464099205953)
(3983, 4.10464099205953)
(4018, 4.10464099205953)
(4100, 4.10464099205953)
(4365, 4.10464099205953)
(4389, 4.10464099205953)
(4437, 4.10464099205953)
(4484, 4.10464099205953)
(4630, 4.10464099205953)
(4663, 4.10464099205953)
(4757, 4.10464099205953)
(4812, 4.10464099205953)
(4833, 4.10464099205953)
(4902, 4.10464099205953)
(4976, 4.10464099205953)
(5001, 4.10464099205953)
(5002, 4.10464099205953)
(5009, 4.10464099205953)
(5023, 4.10464099205953)
(5055, 4.10464099205953)
(3879, 3.97210446485664)
(557, 3.95831609274587)
(2027, 3.95831609274587)
(2270, 3.95831609274587)
(2464, 3.95831609274587)
(3447, 3.95831609274587)
(3933, 3.95831609274587)
(4247, 3.95831609274587)
(4385, 3.95831609274587)
(2306, 3.93194486709897)
(52, 3.90563441532488)
(228, 3.90563441532488)
(281, 3.90563441532488)
(313, 3.90563441532488)
(341, 3.90563441532488)
(666, 3.90563441532488)
(782, 3.90563441532488)
(820, 3.90563441532488)
(838, 3.90563441532488)
(868, 3.90563441532488)
(943, 3.90563441532488)
(975, 3.90563441532488)
(1075, 3.90563441532488)
(1107, 3.90563441532488)
(1160, 3.90563441532488)
(1191, 3.90563441532488)
(1268, 3.90563441532488)
(1305, 3.90563441532488)
(1390, 3.90563441532488)
(1444, 3.90563441532488)
(1475, 3.90563441532488)
(1581, 3.90563441532488)
(1600, 3.90563441532488)
(1609, 3.90563441532488)
(1614, 3.90563441532488)
(1693, 3.90563441532488)
(1757, 3.90563441532488)
(1931, 3.90563441532488)
(1954, 3.90563441532488)
(1994, 3.90563441532488)
(2047, 3.90563441532488)
(2117, 3.90563441532488)
(2134, 3.90563441532488)
(2212, 3.90563441532488)
(2230, 3.90563441532488)
(2351, 3.90563441532488)
(2496, 3.90563441532488)
(2563, 3.90563441532488)
(2597, 3.90563441532488)
(2977, 3.90563441532488)
(3044, 3.90563441532488)
(3166, 3.90563441532488)
(3198, 3.90563441532488)
(3230, 3.90563441532488)
(3233, 3.90563441532488)
(3340, 3.90563441532488)
(3448, 3.90563441532488)
(3519, 3.90563441532488)
(3530, 3.90563441532488)
(3574, 3.90563441532488)
(3593, 3.90563441532488)
(3839, 3.90563441532488)
(3869, 3.90563441532488)
(3882, 3.90563441532488)
(4115, 3.90563441532488)
(4430, 3.90563441532488)
(4487, 3.90563441532488)
(4562, 3.90563441532488)
(4567, 3.90563441532488)
(4582, 3.90563441532488)
(4673, 3.90563441532488)
(4861, 3.90563441532488)
(4989, 3.90563441532488)
(2946, 3.84424200941461)
(1517, 3.81916075713269)
(3259, 3.77424556234159)
(4410, 3.77424556234159)
(3730, 3.76857875206445)
(1491, 3.76036947673322)
(2018, 3.76036947673322)
(3575, 3.76036947673322)
(4914, 3.76036947673322)
(1752, 3.70363403960946)
(2054, 3.70363403960946)
(2157, 3.70363403960946)
(2515, 3.70363403960946)
(3012, 3.70363403960946)
(3700, 3.70363403960946)
(4128, 3.70363403960946)
(4233, 3.70363403960946)
(4640, 3.70363403960946)
(4938, 3.70363403960946)
(4743, 3.67811623594241)
(3272, 3.65601911461789)
(5057, 3.65601911461789)
(4910, 3.61340236625599)
(814, 3.61255052587842)
(2923, 3.60928861239877)
(3578, 3.60928861239877)
(2789, 3.56647103501866)
(218, 3.53242446739152)
(1058, 3.47392392696745)
(707, 3.46142223453953)
(284, 3.45469371164802)
(543, 3.45469371164802)
(753, 3.45469371164802)
(1343, 3.45469371164802)
(1473, 3.45469371164802)
(2072, 3.45469371164802)
(2438, 3.45469371164802)
(2571, 3.45469371164802)
(3372, 3.45469371164802)
(3541, 3.45469371164802)
(3720, 3.45469371164802)
(4532, 3.45469371164802)
(755, 3.37486901661673)
(2931, 3.37486901661673)
(547, 3.32077526854028)
(4565, 3.32077526854028)
(3749, 3.26397191698595)
(355, 3.22618009643082)
(3414, 3.21714228504502)
(230, 3.16066460022473)
(758, 3.16066460022473)
(1806, 3.16066460022473)
(3612, 3.16066460022473)
(4195, 3.16066460022473)
(4109, 3.12851565672312)
(2355, 3.1068783151667)
(32, 3.07773026117189)
(70, 3.07773026117189)
(124, 3.07773026117189)
(133, 3.07773026117189)
(164, 3.07773026117189)
(183, 3.07773026117189)
(233, 3.07773026117189)
(333, 3.07773026117189)
(397, 3.07773026117189)
(406, 3.07773026117189)
(571, 3.07773026117189)
(611, 3.07773026117189)
(695, 3.07773026117189)
(696, 3.07773026117189)
(734, 3.07773026117189)
(739, 3.07773026117189)
(800, 3.07773026117189)
(842, 3.07773026117189)
(878, 3.07773026117189)
(927, 3.07773026117189)
(960, 3.07773026117189)
(965, 3.07773026117189)
(1021, 3.07773026117189)
(1093, 3.07773026117189)
(1114, 3.07773026117189)
(1134, 3.07773026117189)
(1144, 3.07773026117189)
(1224, 3.07773026117189)
(1242, 3.07773026117189)
(1256, 3.07773026117189)
(1273, 3.07773026117189)
(1280, 3.07773026117189)
(1326, 3.07773026117189)
(1382, 3.07773026117189)
(1427, 3.07773026117189)
(1464, 3.07773026117189)
(1495, 3.07773026117189)
(1514, 3.07773026117189)
(1650, 3.07773026117189)
(1670, 3.07773026117189)
(1729, 3.07773026117189)
(1799, 3.07773026117189)
(1822, 3.07773026117189)
(2014, 3.07773026117189)
(2058, 3.07773026117189)
(2148, 3.07773026117189)
(2243, 3.07773026117189)
(2288, 3.07773026117189)
(2358, 3.07773026117189)
(2498, 3.07773026117189)
(2513, 3.07773026117189)
(2552, 3.07773026117189)
(2626, 3.07773026117189)
(2643, 3.07773026117189)
(2673, 3.07773026117189)
(2703, 3.07773026117189)
(2731, 3.07773026117189)
(2824, 3.07773026117189)
(2925, 3.07773026117189)
(2955, 3.07773026117189)
(2986, 3.07773026117189)
(3027, 3.07773026117189)
(3056, 3.07773026117189)
(3060, 3.07773026117189)
(3100, 3.07773026117189)
(3179, 3.07773026117189)
(3197, 3.07773026117189)
(3323, 3.07773026117189)
(3396, 3.07773026117189)
(3404, 3.07773026117189)
(3413, 3.07773026117189)
(3472, 3.07773026117189)
(3551, 3.07773026117189)
(3710, 3.07773026117189)
(3727, 3.07773026117189)
(3751, 3.07773026117189)
(3799, 3.07773026117189)
(3837, 3.07773026117189)
(3851, 3.07773026117189)
(3858, 3.07773026117189)
(3885, 3.07773026117189)
(3908, 3.07773026117189)
(3957, 3.07773026117189)
(3981, 3.07773026117189)
(4023, 3.07773026117189)
(4122, 3.07773026117189)
(4151, 3.07773026117189)
(4210, 3.07773026117189)
(4223, 3.07773026117189)
(4252, 3.07773026117189)
(4275, 3.07773026117189)
(4292, 3.07773026117189)
(4314, 3.07773026117189)
(4364, 3.07773026117189)
(4367, 3.07773026117189)
(4387, 3.07773026117189)
(4395, 3.07773026117189)
(4418, 3.07773026117189)
(4426, 3.07773026117189)
(4504, 3.07773026117189)
(4533, 3.07773026117189)
(4578, 3.07773026117189)
(4598, 3.07773026117189)
(4617, 3.07773026117189)
(4627, 3.07773026117189)
(4634, 3.07773026117189)
(4667, 3.07773026117189)
(4707, 3.07773026117189)
(4721, 3.07773026117189)
(4847, 3.07773026117189)
(4854, 3.07773026117189)
(4863, 3.07773026117189)
(4923, 3.07773026117189)
(5018, 3.07773026117189)
(5033, 3.07773026117189)
(5062, 3.07773026117189)
(1148, 3.07210587100691)
(2151, 3.04317447267049)
(255, 2.92851171451378)
(308, 2.92851171451378)
(379, 2.92851171451378)
(407, 2.92851171451378)
(469, 2.92851171451378)
(542, 2.92851171451378)
(576, 2.92851171451378)
(591, 2.92851171451378)
(634, 2.92851171451378)
(643, 2.92851171451378)
(655, 2.92851171451378)
(660, 2.92851171451378)
(687, 2.92851171451378)
(689, 2.92851171451378)
(860, 2.92851171451378)
(886, 2.92851171451378)
(931, 2.92851171451378)
(982, 2.92851171451378)
(1188, 2.92851171451378)
(1201, 2.92851171451378)
(1277, 2.92851171451378)
(1348, 2.92851171451378)
(1362, 2.92851171451378)
(1403, 2.92851171451378)
(1406, 2.92851171451378)
(1440, 2.92851171451378)
(1500, 2.92851171451378)
(1575, 2.92851171451378)
(1620, 2.92851171451378)
(1678, 2.92851171451378)
(1712, 2.92851171451378)
(1945, 2.92851171451378)
(1965, 2.92851171451378)
(1998, 2.92851171451378)
(2049, 2.92851171451378)
(2124, 2.92851171451378)
(2422, 2.92851171451378)
(2636, 2.92851171451378)
(2656, 2.92851171451378)
(2698, 2.92851171451378)
(2799, 2.92851171451378)
(2807, 2.92851171451378)
(2837, 2.92851171451378)
(2904, 2.92851171451378)
(2912, 2.92851171451378)
(2928, 2.92851171451378)
(3049, 2.92851171451378)
(3116, 2.92851171451378)
(3160, 2.92851171451378)
(3180, 2.92851171451378)
(3193, 2.92851171451378)
(3212, 2.92851171451378)
(3221, 2.92851171451378)
(3248, 2.92851171451378)
(3292, 2.92851171451378)
(3319, 2.92851171451378)
(3445, 2.92851171451378)
(3473, 2.92851171451378)
(3558, 2.92851171451378)
(3595, 2.92851171451378)
(3607, 2.92851171451378)
(3658, 2.92851171451378)
(3672, 2.92851171451378)
(3726, 2.92851171451378)
(3741, 2.92851171451378)
(3846, 2.92851171451378)
(3848, 2.92851171451378)
(3893, 2.92851171451378)
(3919, 2.92851171451378)
(3941, 2.92851171451378)
(4016, 2.92851171451378)
(4180, 2.92851171451378)
(4218, 2.92851171451378)
(4258, 2.92851171451378)
(4261, 2.92851171451378)
(4265, 2.92851171451378)
(4293, 2.92851171451378)
(4623, 2.92851171451378)
(4799, 2.92851171451378)
(4838, 2.92851171451378)
(4909, 2.92851171451378)
(4954, 2.92851171451378)
(5046, 2.92851171451378)
(5059, 2.92851171451378)
(5087, 2.92851171451378)
(153, 2.91023444052707)
(1034, 2.91023444052707)
(3386, 2.91023444052707)
(3775, 2.91023444052707)
(4878, 2.91023444052707)
(1851, 2.88647187306899)
(68, 2.86338008650723)
(1629, 2.86157128070772)
(1858, 2.86157128070772)
(883, 2.78393167811204)
(2557, 2.78393167811204)
(497, 2.77146178385125)
(709, 2.77146178385125)
(724, 2.77146178385125)
(762, 2.77146178385125)
(1113, 2.77146178385125)
(1195, 2.77146178385125)
(1665, 2.77146178385125)
(1741, 2.77146178385125)
(1892, 2.77146178385125)
(1906, 2.77146178385125)
(2391, 2.77146178385125)
(2666, 2.77146178385125)
(2772, 2.77146178385125)
(3140, 2.77146178385125)
(3913, 2.77146178385125)
(3935, 2.77146178385125)
(4075, 2.77146178385125)
(4107, 2.77146178385125)
(4271, 2.77146178385125)
(4334, 2.77146178385125)
(3370, 2.76905630994992)
(1051, 2.72273687649117)
(1690, 2.72273687649117)
(1986, 2.70543194949981)
(3995, 2.68838550911364)
(1809, 2.66357171518543)
(320, 2.66117255967112)
(659, 2.66117255967112)
(1550, 2.66117255967112)
(1922, 2.66117255967112)
(3778, 2.66117255967112)
(5031, 2.66117255967112)
(4157, 2.59266332566983)
(55, 2.57235810705477)
(421, 2.57235810705477)
(661, 2.57235810705477)
(2082, 2.57235810705477)
(2214, 2.57235810705477)
(2311, 2.57235810705477)
(2529, 2.57235810705477)
(2875, 2.57235810705477)
(2985, 2.57235810705477)
(3054, 2.57235810705477)
(3318, 2.57235810705477)
(3984, 2.57235810705477)
(4005, 2.57235810705477)
(4142, 2.57235810705477)
(4477, 2.57235810705477)
(4683, 2.57235810705477)
(4764, 2.57235810705477)
(289, 2.52380760277797)
(3063, 2.52380760277797)
(993, 2.51590659967974)
(4626, 2.51590659967974)
(3588, 2.49433147604914)
(305, 2.48650815280985)
(3557, 2.43317559913623)
(523, 2.4113254545425)
(2581, 2.40548004826985)
(4337, 2.40548004826985)
(4631, 2.40548004826985)
(4990, 2.40548004826985)
(1833, 2.38168141503076)
(4391, 2.36726136916269)
(1103, 2.24657403436402)
(270, 2.22898131575778)
(4995, 2.22137792616404)
(330, 2.20788554529075)
(899, 2.1562964957574)
(1584, 2.1562964957574)
(1847, 2.1562964957574)
(3691, 2.1562964957574)
(4525, 2.1562964957574)
(5108, 2.1562964957574)
(626, 2.15122431146245)
(38, 2.13669611997655)
(2366, 2.13669611997655)
(3706, 2.13669611997655)
(1997, 2.10594154865218)
(2720, 2.10594154865218)
(215, 2.10505251138554)
(1085, 2.10505251138554)
(1210, 2.10505251138554)
(1775, 2.10505251138554)
(3080, 2.10505251138554)
(3969, 2.10505251138554)
(4531, 2.10505251138554)
(5088, 2.10505251138554)
(1190, 2.05339891532303)
(1571, 2.05339891532303)
(8, 2.05132009608044)
(42, 2.05132009608044)
(82, 2.05132009608044)
(91, 2.05132009608044)
(95, 2.05132009608044)
(99, 2.05132009608044)
(104, 2.05132009608044)
(108, 2.05132009608044)
(109, 2.05132009608044)
(113, 2.05132009608044)
